date,gross_return,cost,net_return,turnover,equity,drawdown
2019-03-06,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-07,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-08,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-11,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-12,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-13,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-14,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-15,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-18,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-19,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-20,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-21,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-22,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-25,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-26,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-27,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-28,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-29,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-01,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-02,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-03,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-04,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-05,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-08,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-09,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-10,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-11,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-12,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-15,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-16,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-17,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-18,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-22,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-23,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-24,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-25,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-26,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-29,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-30,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-01,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-02,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-03,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-06,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-07,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-08,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-09,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-10,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-13,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-14,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-15,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-16,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-17,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-20,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-21,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-22,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-23,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-24,0.0,0.0,0.0,0.0,1.0,0.0
2019-05-28,0.0013393494288832944,0.00016333541480111598,0.0011760140140821785,0.8166770740055799,1.0011760140140822,0.0
2019-05-29,-0.0027491283494540273,7.529619702743157e-07,-0.002749881311424302,0.0037648098513715783,0.9984228988036986,-0.002749881311424285
2019-05-30,-0.004682898422852813,4.1858328613695876e-07,-0.00468331700613895,0.0020929164306847936,0.9937469678624127,-0.007420319751652582
2019-05-31,-0.010649479442623351,1.986084293350229e-06,-0.0106514655269167,0.009930421466751146,0.9831621062917483,-0.017992747998535785
2019-06-03,-0.002854603881124852,3.6957464616514784e-06,-0.0028582996275865035,0.01847873230825739,0.9803519344094773,-0.020799618961218846
2019-06-04,0.0037597273473853974,1.9777917365798483e-06,0.0037577495556488172,0.00988895868289924,0.9840358514553841,-0.01712002916447919
2019-06-05,-0.0025041010290454456,4.9698121861778695e-06,-0.002509070841231624,0.024849060930889344,0.9815668357937708,-0.019586144639733183
2019-06-06,0.0009013409656130735,1.180386349641069e-06,0.0009001605792634325,0.005901931748205344,0.9824504035652646,-0.01870361473577431
2019-06-07,0.004046445482415767,6.769495773974483e-07,0.004045768532838369,0.003384747886987241,0.9864251704930832,-0.014733516698884341
2019-06-10,0.004166822531410874,3.479460899812007e-05,0.004132027922412754,0.17397304499060035,0.9905011068409315,-0.010662368078866669
2019-06-11,0.0001694865460316338,0.00010000798682082562,6.947855921080818e-05,0.5000399341041281,0.9905699254307315,-0.010593630325627768
2019-06-12,0.004293955483676625,8.227548562831039e-06,0.004285727935113795,0.04113774281415519,0.9948152386318336,-0.0063533038079347515
2019-06-13,0.001334535876609352,1.9160776740893114e-06,0.0013326197989352627,0.009580388370446558,0.9961409491151169,-0.0050291505474425735
2019-06-14,-0.000604184731575519,6.656712068251664e-07,-0.0006048504027823442,0.0033283560341258317,0.9955384328608166,-0.005630959066490693
2019-06-17,0.0007860971983451848,1.123017347564459e-06,0.0007849741809976205,0.005615086737822295,0.9963199048268031,-0.004850405042974515
2019-06-18,0.0012027723795642025,6.654857265475878e-07,0.001202106893837655,0.0033274286327379388,0.9975175878528632,-0.0036541288544769124
2019-06-19,-7.743142557692124e-05,1.760144940790165e-06,-7.919157051771136e-05,0.008800724703950824,0.997438592868462,-0.003733031048791746
2019-06-20,0.009457268526122671,6.922393471320732e-07,0.009456576286775539,0.0034611967356603657,1.0068709470132966,0.0
2019-06-21,-0.0016285714260289932,1.1241850329846293e-05,-0.0016398132763588398,0.05620925164923146,1.0052198666668042,-0.0016398132763588702
2019-06-24,0.0027405106467908993,5.797494932146716e-06,0.0027347131518587527,0.028987474660733578,1.0079688546566876,0.0
2019-06-25,-0.0019931674358427535,5.467214845082335e-07,-0.0019937141573272616,0.0027336074225411677,1.0059592528810135,-0.0019937141573274086
2019-06-26,-0.0038012098779505567,1.3990681024901642e-06,-0.0038026089460530465,0.0069953405124508206,1.0021339832266434,-0.005788741788089857
2019-06-27,0.0012629160757419529,1.4989605633936672e-06,0.001261417115178559,0.007494802816968335,1.0033980921847876,-0.0045346266908781185
2019-06-28,0.0025867685845762213,1.4200924152162425e-06,0.0025853484921610054,0.007100462076081213,1.0059922259294547,-0.0019610017889949427
2019-07-01,-0.0030170050247064375,3.3073658385964796e-06,-0.003020312390545034,0.016536829192982397,1.002953815144688,-0.004975391341538793
2019-07-02,0.00862034710862903,3.5087333227287024e-06,0.008616838375306302,0.01754366661364351,1.0115961060676866,0.0
2019-07-03,0.0022121466354191135,3.086976765541233e-06,0.002209059658653572,0.015434883827706164,1.0138307822164516,0.0
2019-07-05,-0.005292092525844877,1.1212886826643288e-06,-0.0052932138145275415,0.005606443413321643,1.0084643591144302,-0.00529321381452752
2019-07-08,-0.0011145434563417976,2.3996099787272962e-06,-0.001116943066320525,0.011998049893636481,1.007337961840886,-0.0064042446623794325
2019-07-09,-0.0002854852708469573,4.03071525027332e-07,-0.0002858883423719847,0.00201535762513666,1.007049975660767,-0.006688302105860688
2019-07-10,-0.0005532636329557781,1.8653671422143082e-06,-0.0005551290000979923,0.00932683571107154,1.0064909330147296,-0.007239718235498405
2019-07-11,-0.0007857146935702696,1.3995094370793548e-06,-0.0007871142030073489,0.006997547185396774,1.0056987097061556,-0.008021133953456827
2019-07-12,0.0018942469637163932,2.0091456849226837e-06,0.0018922378180314706,0.010045728424613418,1.007601730838207,-0.006144074028435531
2019-07-15,0.0013637004097690271,1.8174432452102429e-07,0.001363518665444506,0.0009087216226051215,1.0089756146055393,-0.0047889329226105115
2019-07-16,0.0011919359046891496,2.754460231241484e-07,0.0011916604586660253,0.0013772301156207423,1.010177970949223,-0.0036029792459476573
2019-07-17,0.0017263142170405013,1.0075279747145033e-06,0.0017253066890657869,0.005037639873572516,1.0119208377596487,-0.001883888801075262
2019-07-18,0.0043713247814341685,7.96901898518676e-07,0.00437052787953565,0.00398450949259338,1.0163434659929602,0.0
2019-07-19,-0.0025285593015673823,7.469059643296611e-07,-0.0025293062075317117,0.0037345298216483053,1.01377282215544,-0.0025293062075315564
2019-07-22,0.00017573938036075708,1.7079849271942048e-05,0.00015865953108881495,0.08539924635971025,1.0139336668760337,-0.0023710479749797786
2019-07-23,-0.0006977250151318067,1.0739082624910412e-07,-0.0006978324059580557,0.0005369541312455206,1.0132261111057956,-0.0030672257868248343
2019-07-24,0.0033712866389157443,1.3429259729273725e-07,0.0033711523463184514,0.0006714629864636862,1.0166418506876012,0.0
2019-07-25,-0.0034959267280722617,2.378560539678748e-07,-0.0034961645841262295,0.001189280269839374,1.0130875034544866,-0.003496164584126271
2019-07-26,0.001874844015463248,9.713564303624385e-07,0.0018738726590328855,0.004856782151812192,1.0149859004284179,-0.0016288432923190488
2019-07-29,-0.0007306423006950714,2.8563139955797848e-08,-0.0007306708638350273,0.00014281569977898922,1.0142442798037714,-0.0023583240078186574
2019-07-30,-0.0012385105610816746,1.569739091398237e-08,-0.0012385262584725886,7.848695456991184e-05,1.0129881116307289,-0.003593929420081521
2019-07-31,-0.003834191871518273,4.1946975601068474e-07,-0.003834611341274285,0.0020973487800534235,1.0091036959292936,-0.007414759438841845
2019-08-01,0.007972278210149952,3.594350226966314e-06,0.007968683859922986,0.01797175113483157,1.0171449242640338,0.0
2019-08-02,0.0005195528686096889,6.783414352006507e-06,0.0005127694542576815,0.03391707176003253,1.0176664851117496,0.0
2019-08-05,-0.002226029343404581,7.200821396301683e-07,-0.002226749425544211,0.003600410698150841,1.0154003968506313,-0.00222674942554435
2019-08-06,0.005997281218832678,8.73053441300718e-06,0.005988550684419671,0.0436526720650359,1.0214811735921512,0.0
2019-08-07,0.010488187718989822,3.6875342144868733e-06,0.010484500184775335,0.018437671072434367,1.0321908931454227,0.0
2019-08-08,-0.0002721773918484714,8.695956200110433e-07,-0.00027304698746848273,0.0043479781000552165,1.031909056531557,-0.00027304698746843936
2019-08-09,-0.004538900055974961,4.6856521433588875e-06,-0.00454358570811832,0.023428260716794436,1.0272204892902224,-0.004815392083196812
2019-08-12,-8.310997587708427e-05,1.1047016133338165e-06,-8.421467749041836e-05,0.005523508066669083,1.0271339822480052,-0.004899201233996009
2019-08-13,-0.0012629680550333632,9.800949491856198e-07,-0.001263948149982549,0.004900474745928099,1.0258357381513588,-0.0061569570476422975
2019-08-14,0.0009315755683247853,2.6814915825273735e-06,0.0009288940767422584,0.013407457912636866,1.026788630892238,-0.005233782131832343
2019-08-15,0.0027122339257402554,4.090679991470817e-06,0.0027081432457487847,0.020453399957354082,1.0295693215878006,-0.002539812717813561
2019-08-16,0.00037857185232891043,2.618937138439165e-07,0.0003783099586150665,0.0013094685692195823,1.0299588179152417,-0.0021624635956427607
2019-08-19,-0.002992445229810487,1.8774406129137473e-06,-0.0029943226704234006,0.009387203064568736,1.0268747888771557,-0.005150311152297693
2019-08-20,-7.406021366136793e-05,2.6520518840532114e-06,-7.67122655454212e-05,0.013260259420266055,1.0267960149856694,-0.005226628325806337
2019-08-21,0.0017782770292665315,7.930390709031232e-07,0.0017774839901956285,0.003965195354515616,1.0286211284635032,-0.003458434583782477
2019-08-22,-0.00151370184280707,5.31003530848162e-07,-0.001514232846337918,0.00265501765424081,1.0270635565643467,-0.004967430554876695
2019-08-23,0.004342613088592602,4.86037108022655e-07,0.004342127051484579,0.002430185540113275,1.0315231970168985,-0.0006468727179809175
2019-08-26,0.001469182940945251,5.519735321444924e-06,0.0014636632056238062,0.02759867660722462,1.0330329995661196,0.0
2019-08-27,0.0019606790838907107,4.9497984417314264e-05,0.0019111810994733966,0.24748992208657133,1.0350073127100228,0.0
2019-08-28,-0.002059655509852588,4.228527122921405e-07,-0.00206007836256488,0.0021142635614607025,1.0328751165400125,-0.0020600783625648322
2019-08-29,-0.004976551799972867,2.51556042583917e-07,-0.004976803356015451,0.0012577802129195848,1.0277347001936714,-0.00702662911367169
2019-08-30,0.0014979849366972056,4.221457713019466e-06,0.0014937634789841862,0.021107288565097332,1.0292698927549055,-0.005543361756637832
2019-09-03,0.007102462390221145,2.101840956942788e-06,0.007100360549264202,0.01050920478471394,1.0365780800959679,0.0
2019-09-04,-0.004063680244976753,5.451075536336603e-06,-0.004069131320513091,0.027255377681683013,1.032360107764092,-0.00406913132051312
2019-09-05,-0.008260189628433705,1.433849965716305e-06,-0.008261623478399423,0.007169249828581525,1.0238311372596252,-0.012297137168058359
2019-09-06,-0.0018479016595582165,3.251956982782198e-06,-0.0018511536165409987,0.016259784913910988,1.0219358685471598,-0.014125526894657514
2019-09-09,-0.003386277640369398,2.109555971148661e-06,-0.0033883871963405468,0.010547779855743303,1.0184731541346934,-0.017466051336526678
2019-09-10,-0.002270031162728746,1.0708701919318165e-06,-0.002271102032920678,0.005354350959659082,1.016160097683863,-0.01969748618474987
2019-09-11,0.0014951786043357028,1.4927423449603875e-06,0.0014936858619907425,0.0074637117248019386,1.0176779216552925,-0.018233222179390052
2019-09-12,0.0013368510766059607,6.393828903599732e-05,0.0012729127875699634,0.31969144517998654,1.018973336895395,-0.016983518693490907
2019-09-13,-0.0026012171322349004,1.1520335882809885e-05,-0.0026127374681177104,0.05760167941404942,1.0163110270790754,-0.01955188268597785
2019-09-16,-0.012555808309324575,6.341512704503034e-07,-0.012556442460595023,0.0031707563522515164,1.0035497761454888,-0.03186282305663002
2019-09-17,0.003988277438429516,1.237168918088414e-05,0.003975905749248631,0.0618584459044207,1.0075397954701228,-0.028013600888759482
2019-09-18,0.001565505480315148,2.692216210200693e-06,0.0015628132641049472,0.013461081051003465,1.0091143920265973,-0.026494567651698775
2019-09-19,-0.0010878790620276447,1.8765656133400338e-06,-0.0010897556276409847,0.009382828066700169,1.0080147039389526,-0.027555450675139426
2019-09-20,0.003352561813290046,1.9445986000891676e-06,0.003350617214689957,0.009722993000445837,1.0113921753586312,-0.02429716122784009
2019-09-23,0.0012257143735563214,3.8805196615517016e-07,0.001225326321590166,0.0019402598307758506,1.0126314608125486,-0.023101606857442114
2019-09-24,0.0013499061850815717,5.7511286748694754e-06,0.0013441550564067023,0.028755643374347377,1.0139925945108763,-0.02178850394270404
2019-09-25,-0.003446430266760077,5.465288538917646e-07,-0.003446976795613969,0.0027326442694588227,1.0104973855666728,-0.025160376270816465
2019-09-26,0.00048367726041126537,2.19883038380106e-05,0.0004616889565732548,0.10994151919005299,1.010963921050235,-0.024710303582110682
2019-09-27,-0.002779310573149656,1.2667746777391687e-07,-0.0027794372506174296,0.0006333873388695843,1.0081540102690376,-0.02742106009447809
2019-09-30,-0.00515060990528394,2.761703288318887e-07,-0.0051508860756127725,0.0013808516441594434,1.0029611238154696,-0.03243070341347165
2019-10-01,-0.0010894320279062112,4.634780004617101e-06,-0.0010940668079108284,0.023173900023085503,1.0018638173402783,-0.03348928886522051
2019-10-02,-0.0023065892727850137,2.1395047161982995e-06,-0.0023087287775012118,0.010697523580991498,0.9995507855140475,-0.0357206999577806
2019-10-03,0.004455173501281653,2.1703013693153444e-06,0.004453003199912338,0.010851506846576722,1.0040017883604164,-0.03142676114908338
2019-10-04,0.0038807275498743284,4.86586232543846e-06,0.00387586168754889,0.024329311627192297,1.0078931604261532,-0.027672705241035933
2019-10-07,-0.0031408492225987045,7.475243880247771e-07,-0.003141596746986729,0.003737621940123885,1.004726766552048,-0.030727365507257298
2019-10-08,-0.003383774102578604,2.062620734628858e-05,-0.0034044003099248923,0.10313103673144289,1.0013062744366086,-0.0340271575645259
2019-10-09,0.0026138127062488832,4.6688777647447975e-06,0.0026091438284841385,0.023344388823723985,1.0039188265229773,-0.03150679548420221
2019-10-10,-0.001936199772874588,8.908371462310757e-07,-0.0019370906100208193,0.004454185731155379,1.0019741447908965,-0.03338285457653867
2019-10-11,-0.002138716744876431,1.6432736401842425e-06,-0.0021403600185166153,0.008216368200921212,0.9998295593917987,-0.03545176326781563
2019-10-14,0.0025704206206718446,2.2808826276444763e-06,0.0025681397380442,0.01140441313822238,1.002397261414544,-0.032974668611803315
2019-10-15,0.0010340912290952103,1.2113583063944202e-05,0.0010219776460312661,0.060567915319721,1.0034216890081524,-0.03198639033997874
2019-10-16,-1.4548606167975485e-05,8.770045898235513e-06,-2.331865206621096e-05,0.04385022949117756,1.0033982905669108,-0.03200896311253776
2019-10-17,-0.0006167532083999338,7.545659683146133e-07,-0.0006175077743682484,0.0037728298415730666,1.002778684321698,-0.03260670510333452
2019-10-18,-0.0006064788129799658,1.0390552963617906e-06,-0.0006075178682763276,0.0051952764818089525,1.002169478353046,-0.03319441381563493
2019-10-21,0.0008622248393404593,4.612459436573735e-07,0.000861763593396802,0.0023062297182868674,1.003033111523904,-0.032361255959568735
2019-10-22,-0.0027859555918478022,2.4420018256613106e-06,-0.0027883975936734643,0.012210009128306554,1.0002362564093559,-0.035059417504996304
2019-10-23,-0.0025876394047984943,1.5480336591573496e-06,-0.0025891874384576514,0.007740168295786748,0.9976464572587709,-0.03755782954005027
2019-10-24,0.000733512254663705,7.542641367367786e-06,0.0007259696132963374,0.03771320683683893,0.9983707182715535,-0.036859125769741374
2019-10-25,-0.00032927387135094343,7.77759377646467e-07,-0.0003300516307285899,0.003888796888232335,0.9980412043879163,-0.0371770119859024
2019-10-28,0.000733381556294948,8.757165241209286e-07,0.0007325058397708269,0.004378582620604643,0.9987722753984625,-0.03647173852451646
2019-10-29,0.0003356456196643068,5.260134840261835e-06,0.00033038548482404494,0.026300674201309174,0.9991022552608988,-0.03615340277270718
2019-10-30,0.0035542509192970327,3.477002670413393e-06,0.0035507739166266193,0.017385013352066964,1.0026498414889222,-0.032731001415643
2019-10-31,0.005928902408057057,5.778886011464968e-06,0.005923123522045591,0.028894430057324838,1.0085886603494205,-0.027001747657982578
2019-11-01,-0.003983152728738882,1.1443010818451284e-06,-0.003984297029820727,0.005721505409225641,1.0045701435456795,-0.030878461704809568
2019-11-04,-0.0005484219596740629,3.5590750833328605e-06,-0.0005519810347573957,0.017795375416664302,1.0040156398783588,-0.031413398414323335
2019-11-05,-0.007549444826895364,3.366891978866804e-08,-0.007549478495815152,0.0001683445989433402,0.9964358453956351,-0.03872572213432901
2019-11-06,0.004505359318327216,7.078679745616545e-08,0.004505288531529759,0.00035393398728082726,1.0009250763823012,-0.03439490415460633
2019-11-07,-0.006967367480360765,8.084337477163362e-07,-0.006968175914108482,0.004042168738581681,0.9939504543732268,-0.04112341032601663
2019-11-08,-0.00030213473052170277,1.5345332624040642e-06,-0.00030366926378410687,0.007672666312020321,0.9936486221705094,-0.041414591674062806
2019-11-11,-0.00042556468645378674,1.882753348650798e-06,-0.0004274474398024375,0.00941376674325399,0.9932238896108995,-0.04182433655268358
2019-11-12,0.00018835721839996803,1.420977681426472e-06,0.00018693624071854152,0.007104888407132359,0.9934095591510151,-0.04164521879621086
2019-11-13,0.0018926345734217392,9.188363878642581e-07,0.0018917157370338749,0.00459418193932129,0.995288807647381,-0.03983228397494587
2019-11-14,0.00178101329770175,0.00010013547257692031,0.0016808778251248297,0.5006773628846015,0.9969617665337506,-0.03821835935267848
2019-11-15,-0.0008646989876898237,8.84494496523336e-08,-0.0008647874371394762,0.00044224724826166795,0.9960996065227438,-0.039050096032781756
2019-11-18,-0.0009737206594997367,5.231870110457806e-05,-0.0010260393606043147,0.2615935055228903,0.995077569119369,-0.04003606845782104
2019-11-19,-0.00420640198079893,2.372423150349301e-07,-0.004206639223113965,0.0011862115751746505,0.9908916367870706,-0.044074290385020976
2019-11-20,0.0025255534322931083,2.5514322603612222e-06,0.002523002000032747,0.01275716130180611,0.9933916583685,-0.04166248790777982
2019-11-21,0.0014287391505938595,1.401310389315652e-07,0.001428599019554928,0.000700655194657826,0.9948108167176791,-0.04029340787760227
2019-11-22,-0.0008477102632279147,0.0001011258301224305,-0.0009488360933503452,0.5056291506121525,0.993866904308722,-0.04120401213123426
2019-11-25,0.0031440726676219516,3.6428251082617214e-07,0.0031437083851111255,0.0018214125541308607,0.9969913320294819,-0.03818983714456026
2019-11-26,0.0007550255202709907,4.845649388913909e-07,0.0007545409553320994,0.0024228246944569543,0.9977436028216091,-0.037464111985431314
2019-11-27,0.0019274112811370992,5.904384178550548e-08,0.0019273522372953138,0.0002952192089275274,0.9996666061867545,-0.035608966288189325
2019-11-29,-0.008350775895552585,1.2801900746141072e-07,-0.008350903914560047,0.0006400950373070535,0.9913184864118946,-0.043662503146779885
2019-12-02,0.0003348930520444219,3.5686588768019087e-06,0.00033132439316762,0.017843294384009542,0.9916469344078407,-0.04334564520597173
2019-12-03,-0.006424768770884435,1.4651379591116564e-06,-0.006426233908843547,0.007325689795558282,0.9852743792523483,-0.049493329859791935
2019-12-04,0.00758802689355376,4.4347638228869895e-08,0.007587982545915531,0.00022173819114434945,0.9927506240450529,-0.042280901836991736
2019-12-05,0.00023168273116641602,1.8964279780367439e-06,0.0002297863031883793,0.009482139890183719,0.9929787445409402,-0.04206083110593195
2019-12-06,0.007284999774477309,3.11570001601269e-07,0.007284688204475708,0.001557850008006345,1.0002122850885926,-0.035082542941684114
2019-12-09,-0.0014121391501865218,2.6600723456740585e-08,-0.0014121657509099787,0.0001330036172837029,0.9987998195559511,-0.036445166326997014
2019-12-10,2.087799578788307e-05,2.6691459851294064e-08,2.085130432803175e-05,0.00013345729925647032,0.9988206458349514,-0.036425074951923375
2019-12-11,-0.002055242136134298,8.035772675165365e-08,-0.0020553224938610498,0.00040178863375826823,0.996767747294234,-0.038405532169895173
2019-12-12,0.004771079386789079,1.0510416697881998e-07,0.0047709742826221,0.0005255208348940998,1.0015233005823219,-0.03381778969356619
2019-12-13,-0.0010880200259304569,1.492133063931145e-08,-0.0010880349472610963,7.460665319655724e-05,1.000433608230792,-0.03486902970380146
2019-12-16,0.003159067277041315,9.042724175769291e-08,0.0031589768497995575,0.0004521362087884645,1.0035939548389545,-0.031820203311611284
2019-12-17,0.0009295153316592878,2.1917298567879775e-07,0.000929296158673609,0.0010958649283939886,1.0045265908460543,-0.03092047754564342
2019-12-18,0.0010251469910788856,1.4416555600053617e-07,0.001025002825522885,0.0007208277800026808,1.0055562334399846,-0.029927168296971174
2019-12-19,3.931165518554448e-05,1.7380569751693331e-06,3.757359821037528e-05,0.008690284875846666,1.0055940158058778,-0.029890719170157953
2019-12-20,0.001669286561736836,1.514396784013558e-06,0.0016677721649528223,0.00757198392006779,1.0072711175146818,-0.028272797914627668
2019-12-23,-0.0011599087486311873,5.726782594783487e-07,-0.0011604814268906657,0.002863391297391743,1.0061021980909626,-0.02940046928465223
2019-12-24,-0.0022154545834662167,5.277000941408538e-07,-0.0022159822835603575,0.002638500470704269,1.0038726934445419,-0.03155130064914946
2019-12-26,0.000703751358919591,1.0453392231389857e-07,0.0007036468249972767,0.0005226696115694929,1.0045790652779856,-0.030869854796678475
2019-12-27,-0.001758010305076922,5.489306969802821e-08,-0.0017580651981466203,0.00027446534849014104,1.0028129497845337,-0.03257364877743518
2019-12-30,-0.0010286077054077847,1.298279301816585e-07,-0.0010287375333379663,0.0006491396509082925,1.001781318464173,-0.033568876575677975
2019-12-31,-0.0017798839050280572,1.170717564267613e-05,-0.0017915910806707335,0.058535878213380646,0.99998653598923,-0.03530032595648769
2020-01-02,0.001280557158798162,1.000245912751696e-06,0.0012795569128854103,0.00500122956375848,1.0012660756741474,-0.034065937819707015
2020-01-03,-0.0021784500667679776,1.5830627394408658e-08,-0.0021784658973953716,7.915313697204329e-05,0.9990848516740723,-0.036170192233299314
2020-01-06,-0.0011590765212627424,6.020876340829052e-06,-0.0011650973976035715,0.030104381704145255,0.9979208205134017,-0.037293147834061124
2020-01-07,-0.0031490584622596504,1.704732477342319e-07,-0.0031492289355073847,0.0008523662386711595,0.9947781393900956,-0.040324932109313316
2020-01-08,-0.00928648871342723,0.00010067309424621923,-0.009387161807673449,0.5033654712310961,0.9854399960329046,-0.049333557254393146
2020-01-09,-5.6432666522810175e-05,1.3912144828517438e-05,-7.034481135132745e-05,0.06956072414258718,0.9853706754422855,-0.049400431705966086
2020-01-10,-0.001397100970949713,2.4847271581590614e-08,-0.0013971258182212945,0.00012423635790795307,0.983993988631107,-0.05072853890561968
2020-01-13,-0.001307187994031839,3.162412598527453e-08,-0.0013072196181578245,0.00015812062992637266,0.982707692385019,-0.05196944518251967
2020-01-14,-0.0012053986713372882,5.597951492824494e-07,-0.0012059584664865705,0.0027989757464122467,0.9815225877233058,-0.053112730656589724
2020-01-15,0.0006961175912062701,6.906787895232525e-07,0.0006954269124167468,0.0034533939476162623,0.9822051649459534,-0.05245423976646357
2020-01-16,0.0031539244828955697,4.2020109056534195e-08,0.0031538824627865133,0.00021010054528267097,0.9853029245905349,-0.0494657918105752
